Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
KP673;ASKY Airlines;09:50;99;0.56;90;55;44
SN924;Brussels Airlines;22:55;217;0.64;120;139;78
KP192;ASKY Airlines;00:45;268;0.3;60;80;188
AS943;ASKY Airlines;12:55;184;0.28;105;52;132
KP943;ASKY Airlines;06:20;177;0.41;40;73;104
KP518;ASKY Airlines;19:15;349;0.46;50;161;188
AS904;ASKY Airlines;02:00;232;0.57;45;132;100
ET543;Ethiopian Airlines;15:40;297;0.27;60;80;217
KP129;ASKY Airlines;11:35;100;0.51;35;51;49
KP397;ASKY Airlines;04:05;281;0.19;60;53;228
KP557;ASKY Airlines;17:15;239;0.46;40;110;129
AT403;Royal Air Maroc;07:15;143;0.33;90;47;96
AF439;Air France;11:30;163;0.45;120;73;90
AF960;Air France;20:10;152;0.28;120;43;109
AF547;Air France;02:35;139;0.23;150;32;107
KP935;ASKY Airlines;15:50;226;0.34;60;77;149
AS980;ASKY Airlines;09:30;126;0.59;90;74;52
AS584;ASKY Airlines;22:45;302;0.45;75;136;166
HF176;Air C̫te d'Ivoire;16:55;237;0.42;60;100;137
2J732;Air Burkina;09:55;126;0.48;105;60;66
ET614;Ethiopian Airlines;02:15;289;0.49;150;142;147
KP758;ASKY Airlines;01:40;100;0.23;105;23;77
AS950;ASKY Airlines;13:25;310;0.19;120;59;251
KP565;ASKY Airlines;08:10;184;0.36;120;66;118
ET565;Ethiopian Airlines;16:30;205;0.14;45;29;176
KP698;ASKY Airlines;03:25;147;0.33;90;49;98
TK139;Turkish Airlines;21:35;105;0.47;40;49;56
AS428;ASKY Airlines;14:20;240;0.05;150;12;228
SN384;Brussels Airlines;12:25;187;0.12;50;22;165
AT653;Royal Air Maroc;22:00;163;0.63;40;103;60
AT896;Royal Air Maroc;18:35;120;0.61;120;73;47
ET165;Ethiopian Airlines;08:00;279;0.3;45;84;195
ET735;Ethiopian Airlines;03:10;115;0.4;50;46;69
ET756;Ethiopian Airlines;20:55;313;0.14;90;44;269
ET731;Ethiopian Airlines;07:05;321;0.25;120;80;241
ET208;Ethiopian Airlines;14:25;99;0.53;90;52;47
2J514;Air Burkina;13:35;231;0.56;40;129;102
AF191;Air France;02:35;250;0.29;90;72;178
AT467;Royal Air Maroc;23:30;295;0.24;120;71;224
HF919;Air C̫te d'Ivoire;16:30;311;0.46;45;143;168
KP671;ASKY Airlines;07:35;95;0.48;150;46;49
AS838;ASKY Airlines;13:20;244;0.64;35;156;88
ET339;Ethiopian Airlines;12:10;348;0.47;40;164;184
ET534;Ethiopian Airlines;14:05;258;0.19;90;49;209
AT311;Royal Air Maroc;10:10;337;0.09;50;30;307
AS709;ASKY Airlines;14:50;155;0.2;35;31;124
ET625;Ethiopian Airlines;11:50;184;0.19;75;35;149
ET829;Ethiopian Airlines;23:10;166;0.11;50;18;148
AS269;ASKY Airlines;21:55;93;0.32;60;30;63
ET918;Ethiopian Airlines;20:30;326;0.22;35;72;254
AT891;Royal Air Maroc;08:00;320;0.61;150;195;125
KP309;ASKY Airlines;21:30;88;0.29;75;26;62
ET355;Ethiopian Airlines;14:25;103;0.58;30;60;43
ET782;Ethiopian Airlines;00:50;191;0.23;120;44;147
KP246;ASKY Airlines;11:45;296;0.55;120;163;133
AS416;ASKY Airlines;05:05;307;0.32;50;98;209
2J717;Air Burkina;00:45;111;0.07;105;8;103
AS674;ASKY Airlines;21:00;249;0.34;75;85;164
AS354;ASKY Airlines;18:40;310;0.19;105;59;251
KP646;ASKY Airlines;21:05;149;0.23;105;34;115
AF934;Air France;12:15;190;0.46;30;87;103
ET411;Ethiopian Airlines;05:40;168;0.37;90;62;106
ET907;Ethiopian Airlines;16:40;81;0.58;75;47;34
KP768;ASKY Airlines;12:55;135;0.61;150;82;53
HF233;Air C̫te d'Ivoire;08:50;237;0.46;35;109;128
AS228;ASKY Airlines;07:00;350;0.57;40;199;151
AS379;ASKY Airlines;14:05;111;0.17;60;19;92
ET457;Ethiopian Airlines;17:05;349;0.1;150;35;314
AS982;ASKY Airlines;01:55;269;0.25;150;67;202
HF351;Air C̫te d'Ivoire;20:05;289;0.25;40;72;217
SN234;Brussels Airlines;01:35;101;0.45;90;45;56
KP622;ASKY Airlines;10:35;93;0.55;45;51;42
HF903;Air C̫te d'Ivoire;00:45;285;0.23;75;66;219
AT759;Royal Air Maroc;17:55;113;0.3;45;34;79
SN418;Brussels Airlines;20:35;135;0.11;35;15;120
AS290;ASKY Airlines;06:55;319;0.3;75;96;223
ET552;Ethiopian Airlines;20:15;142;0.18;90;26;116
AS129;ASKY Airlines;16:35;159;0.28;30;45;114
AT513;Royal Air Maroc;15:30;119;0.21;50;25;94
KP467;ASKY Airlines;06:35;335;0.54;120;181;154
ET840;Ethiopian Airlines;21:00;189;0.05;90;9;180
KP695;ASKY Airlines;06:10;127;0.25;30;32;95
AS761;ASKY Airlines;01:45;311;0.63;40;196;115
ET972;Ethiopian Airlines;04:25;161;0.46;35;74;87
HF800;Air C̫te d'Ivoire;13:00;253;0.51;40;129;124
ET120;Ethiopian Airlines;07:15;192;0.57;40;109;83
HF648;Air C̫te d'Ivoire;11:40;119;0.27;40;32;87
AS382;ASKY Airlines;06:30;109;0.09;30;10;99
ET713;Ethiopian Airlines;05:00;334;0.3;40;100;234
ET905;Ethiopian Airlines;12:55;319;0.44;35;140;179
AS415;ASKY Airlines;21:25;262;0.27;105;71;191
ET937;Ethiopian Airlines;11:25;263;0.32;120;84;179
AF899;Air France;16:55;121;0.55;90;67;54
ET435;Ethiopian Airlines;15:05;206;0.07;60;14;192
AF510;Air France;00:25;161;0.25;75;40;121
ET344;Ethiopian Airlines;06:45;312;0.34;30;106;206
KP788;ASKY Airlines;02:05;271;0.23;75;62;209
KP457;ASKY Airlines;05:35;80;0.32;90;26;54
ET713;Ethiopian Airlines;20:30;286;0.29;90;83;203
AS121;ASKY Airlines;02:25;276;0.6;60;166;110
KP386;ASKY Airlines;21:45;96;0.35;75;34;62
AS758;ASKY Airlines;02:25;248;0.34;150;84;164
ET997;Ethiopian Airlines;07:40;265;0.2;35;53;212
AS778;ASKY Airlines;13:40;201;0.08;45;16;185
AF702;Air France;22:45;303;0.23;90;70;233
ET171;Ethiopian Airlines;08:45;206;0.07;150;14;192
KP894;ASKY Airlines;04:05;245;0.55;45;135;110
AT434;Royal Air Maroc;14:10;201;0.17;90;34;167
ET751;Ethiopian Airlines;16:45;299;0.6;120;179;120
ET850;Ethiopian Airlines;09:30;227;0.58;45;132;95
ET689;Ethiopian Airlines;07:50;326;0.45;105;147;179
KP116;ASKY Airlines;17:45;267;0.57;30;152;115
AF317;Air France;05:55;90;0.58;60;52;38
KP951;ASKY Airlines;16:40;124;0.52;30;64;60
TK749;Turkish Airlines;21:55;203;0.35;60;71;132
AT246;Royal Air Maroc;03:25;326;0.62;45;202;124
ET309;Ethiopian Airlines;20:50;238;0.54;90;129;109
AS513;ASKY Airlines;14:00;346;0.13;90;45;301
KP955;ASKY Airlines;09:50;157;0.3;105;47;110
AS994;ASKY Airlines;22:30;230;0.37;75;85;145
ET969;Ethiopian Airlines;12:50;230;0.37;150;85;145
AS262;ASKY Airlines;21:00;203;0.28;90;57;146
ET918;Ethiopian Airlines;00:20;307;0.37;150;114;193
KP426;ASKY Airlines;21:40;296;0.11;40;33;263
TK426;Turkish Airlines;21:45;226;0.44;120;99;127
KP109;ASKY Airlines;08:50;297;0.35;45;104;193
SN452;Brussels Airlines;04:45;175;0.52;45;91;84
SN282;Brussels Airlines;10:40;129;0.47;60;61;68
ET554;Ethiopian Airlines;21:00;122;0.12;75;15;107
AF745;Air France;21:25;98;0.26;105;25;73
AS432;ASKY Airlines;22:10;192;0.49;120;94;98
ET432;Ethiopian Airlines;20:55;292;0.25;60;73;219
AS310;ASKY Airlines;20:40;97;0.39;35;38;59
KP544;ASKY Airlines;03:55;213;0.63;120;134;79
ET758;Ethiopian Airlines;19:10;93;0.1;120;9;84
ET476;Ethiopian Airlines;15:05;143;0.16;75;23;120
ET739;Ethiopian Airlines;23:35;242;0.34;120;82;160
AS869;ASKY Airlines;17:10;337;0.49;105;165;172
KP253;ASKY Airlines;07:20;85;0.25;90;21;64
AS887;ASKY Airlines;01:55;200;0.12;45;24;176
KP409;ASKY Airlines;16:25;232;0.24;35;56;176
KP233;ASKY Airlines;09:55;257;0.44;90;113;144
AS262;ASKY Airlines;12:45;142;0.53;60;75;67
KP747;ASKY Airlines;14:45;337;0.64;90;216;121
AT668;Royal Air Maroc;08:00;144;0.51;150;73;71
AS788;ASKY Airlines;07:30;266;0.35;105;93;173
AF214;Air France;05:50;306;0.23;40;70;236
KP571;ASKY Airlines;03:30;278;0.61;90;170;108
HF248;Air C̫te d'Ivoire;17:20;330;0.37;120;122;208
ET340;Ethiopian Airlines;23:40;272;0.46;90;125;147
KP903;ASKY Airlines;02:50;198;0.33;50;65;133
ET938;Ethiopian Airlines;03:05;258;0.2;60;52;206
KP925;ASKY Airlines;20:20;131;0.38;50;50;81
ET162;Ethiopian Airlines;12:05;189;0.55;60;104;85
KP115;ASKY Airlines;19:05;303;0.28;30;85;218
2J489;Air Burkina;10:55;177;0.45;120;80;97
AS733;ASKY Airlines;07:50;127;0.08;120;10;117
AS357;ASKY Airlines;13:40;180;0.61;120;110;70
AF316;Air France;13:30;319;0.63;35;201;118
KP213;ASKY Airlines;15:15;153;0.28;90;43;110
HF981;Air C̫te d'Ivoire;13:50;117;0.35;30;41;76
ET479;Ethiopian Airlines;00:35;295;0.15;105;44;251
AF757;Air France;01:50;215;0.17;75;37;178
KP336;ASKY Airlines;19:50;85;0.41;30;35;50
HF575;Air C̫te d'Ivoire;00:15;326;0.43;50;140;186
AF697;Air France;10:00;276;0.25;35;69;207
KP228;ASKY Airlines;05:55;190;0.27;150;51;139
AS264;ASKY Airlines;14:45;117;0.35;30;41;76
KP356;ASKY Airlines;11:10;194;0.61;30;118;76
TK231;Turkish Airlines;04:45;264;0.14;50;37;227
AS669;ASKY Airlines;22:55;291;0.38;45;111;180
ET356;Ethiopian Airlines;11:00;334;0.08;50;27;307
KP785;ASKY Airlines;21:05;192;0.33;60;63;129
KP308;ASKY Airlines;13:05;349;0.29;30;101;248
ET815;Ethiopian Airlines;13:30;254;0.15;35;38;216
TK618;Turkish Airlines;18:15;98;0.15;35;15;83
ET150;Ethiopian Airlines;04:45;282;0.32;50;90;192
AT602;Royal Air Maroc;02:55;205;0.13;120;27;178
ET358;Ethiopian Airlines;17:40;333;0.23;105;77;256
AS642;ASKY Airlines;05:05;334;0.09;75;30;304
AS417;ASKY Airlines;08:40;231;0.23;120;53;178
ET765;Ethiopian Airlines;06:25;278;0.37;45;103;175
TK463;Turkish Airlines;20:45;278;0.5;50;139;139
HF154;Air C̫te d'Ivoire;17:35;254;0.55;150;140;114
AS143;ASKY Airlines;01:30;349;0.25;75;87;262
KP777;ASKY Airlines;19:50;259;0.61;120;158;101
KP641;ASKY Airlines;09:35;297;0.19;105;56;241
SN421;Brussels Airlines;11:40;197;0.1;120;20;177
HF747;Air C̫te d'Ivoire;01:55;102;0.61;75;62;40
AT113;Royal Air Maroc;12:35;204;0.37;150;75;129
KP582;ASKY Airlines;07:25;163;0.26;35;42;121
ET717;Ethiopian Airlines;22:35;278;0.59;45;164;114
ET458;Ethiopian Airlines;06:35;266;0.52;120;138;128
AS174;ASKY Airlines;02:05;171;0.55;45;94;77
ET690;Ethiopian Airlines;22:05;261;0.23;150;60;201
AS462;ASKY Airlines;07:50;306;0.57;105;174;132
AS139;ASKY Airlines;20:00;278;0.44;90;122;156
HF867;Air C̫te d'Ivoire;00:45;314;0.49;60;154;160
AT496;Royal Air Maroc;14:05;123;0.24;90;30;93
KP116;ASKY Airlines;00:30;155;0.2;75;31;124
ET626;Ethiopian Airlines;11:50;220;0.29;90;64;156
KP883;ASKY Airlines;10:10;261;0.4;75;104;157
AF598;Air France;15:15;198;0.45;35;89;109
AT624;Royal Air Maroc;03:15;119;0.35;150;42;77
AT858;Royal Air Maroc;01:15;339;0.47;60;159;180
AF825;Air France;22:05;323;0.47;45;152;171
KP903;ASKY Airlines;02:50;208;0.45;45;94;114
KP725;ASKY Airlines;03:25;85;0.2;120;17;68
ET941;Ethiopian Airlines;17:00;145;0.32;60;46;99
KP449;ASKY Airlines;11:55;298;0.51;90;152;146
AT752;Royal Air Maroc;23:20;225;0.58;50;130;95
AS540;ASKY Airlines;00:05;313;0.35;40;110;203
AS641;ASKY Airlines;02:40;108;0.64;30;69;39
KP877;ASKY Airlines;03:05;240;0.15;50;36;204
TK710;Turkish Airlines;05:25;210;0.18;40;38;172
AS193;ASKY Airlines;16:15;227;0.33;40;75;152
ET822;Ethiopian Airlines;07:25;161;0.36;45;58;103
KP648;ASKY Airlines;17:05;162;0.3;105;49;113
AS998;ASKY Airlines;15:55;152;0.31;45;47;105
ET188;Ethiopian Airlines;20:05;293;0.34;50;100;193
AF602;Air France;05:55;105;0.24;120;25;80
ET866;Ethiopian Airlines;23:30;150;0.13;50;20;130
HF313;Air C̫te d'Ivoire;18:10;256;0.62;30;159;97
AS625;ASKY Airlines;20:10;168;0.53;75;89;79
AS906;ASKY Airlines;07:30;256;0.54;35;138;118
SN793;Brussels Airlines;03:35;106;0.27;60;29;77
AS323;ASKY Airlines;08:30;142;0.29;150;41;101
ET654;Ethiopian Airlines;07:10;98;0.61;45;60;38
AT792;Royal Air Maroc;20:10;146;0.63;50;92;54
KP780;ASKY Airlines;18:30;317;0.62;50;197;120
AF875;Air France;00:10;216;0.44;45;95;121
AS707;ASKY Airlines;20:05;242;0.2;35;48;194
KP546;ASKY Airlines;20:30;107;0.41;90;44;63
KP946;ASKY Airlines;03:10;335;0.4;30;134;201
AT167;Royal Air Maroc;09:20;191;0.59;105;113;78
AS877;ASKY Airlines;07:30;319;0.24;60;77;242
AF942;Air France;02:05;322;0.17;45;55;267
TK277;Turkish Airlines;11:35;232;0.21;60;49;183
ET762;Ethiopian Airlines;08:05;344;0.2;150;69;275
ET928;Ethiopian Airlines;02:15;131;0.44;105;58;73
ET658;Ethiopian Airlines;03:15;344;0.54;105;186;158
KP202;ASKY Airlines;05:35;133;0.27;40;36;97
ET372;Ethiopian Airlines;08:50;212;0.16;90;34;178
ET633;Ethiopian Airlines;01:00;270;0.26;30;70;200
2J215;Air Burkina;01:55;203;0.38;105;77;126
SN958;Brussels Airlines;17:40;297;0.45;75;134;163
HF563;Air C̫te d'Ivoire;20:25;150;0.38;120;57;93
HF203;Air C̫te d'Ivoire;21:15;293;0.2;75;59;234
ET358;Ethiopian Airlines;02:25;112;0.6;60;67;45
AF407;Air France;02:25;250;0.31;30;78;172
HF466;Air C̫te d'Ivoire;17:40;316;0.33;35;104;212
KP909;ASKY Airlines;05:50;181;0.63;150;114;67
TK741;Turkish Airlines;00:55;89;0.57;40;51;38
KP401;ASKY Airlines;14:15;120;0.53;30;64;56
ET659;Ethiopian Airlines;10:35;205;0.16;50;33;172
AF126;Air France;09:00;90;0.55;150;50;40
TK607;Turkish Airlines;03:25;274;0.32;50;88;186
KP874;ASKY Airlines;13:20;99;0.18;60;18;81
AF464;Air France;01:10;314;0.64;75;201;113
ET397;Ethiopian Airlines;12:15;306;0.15;120;46;260
KP460;ASKY Airlines;15:35;306;0.6;105;184;122
AT745;Royal Air Maroc;11:50;203;0.05;75;10;193
ET603;Ethiopian Airlines;21:50;274;0.31;60;85;189
AF687;Air France;04:45;150;0.07;105;11;139
AS538;ASKY Airlines;18:50;311;0.6;35;187;124
ET439;Ethiopian Airlines;02:05;252;0.13;60;33;219
ET225;Ethiopian Airlines;20:35;282;0.45;50;127;155
AS665;ASKY Airlines;19:30;112;0.43;60;48;64
AS894;ASKY Airlines;20:00;290;0.52;120;151;139
TK951;Turkish Airlines;01:05;261;0.5;30;130;131
ET542;Ethiopian Airlines;16:30;320;0.07;150;22;298
AF362;Air France;20:50;130;0.28;50;36;94
AS971;ASKY Airlines;10:50;108;0.24;90;26;82
AS939;ASKY Airlines;00:10;85;0.63;40;54;31
AS493;ASKY Airlines;18:05;212;0.51;40;108;104
AS245;ASKY Airlines;07:00;175;0.47;150;82;93
ET629;Ethiopian Airlines;10:30;161;0.32;75;52;109
ET627;Ethiopian Airlines;07:10;296;0.58;75;172;124
ET407;Ethiopian Airlines;16:25;210;0.06;35;13;197
KP770;ASKY Airlines;19:45;165;0.19;90;31;134
ET439;Ethiopian Airlines;05:35;172;0.47;50;81;91
KP451;ASKY Airlines;06:25;150;0.36;105;54;96
AS308;ASKY Airlines;20:30;270;0.37;30;100;170
SN304;Brussels Airlines;12:50;293;0.3;150;88;205
ET724;Ethiopian Airlines;06:25;126;0.15;45;19;107
AF789;Air France;10:30;297;0.15;90;45;252
KP820;ASKY Airlines;09:20;168;0.23;105;39;129
SN735;Brussels Airlines;07:40;306;0.33;105;101;205
ET114;Ethiopian Airlines;09:10;296;0.54;120;160;136
AT957;Royal Air Maroc;21:25;319;0.32;150;102;217
AS575;ASKY Airlines;10:40;249;0.59;30;147;102
TK397;Turkish Airlines;19:00;311;0.12;30;37;274
AT656;Royal Air Maroc;16:20;187;0.21;75;39;148
HF193;Air C̫te d'Ivoire;10:15;312;0.09;150;28;284
KP518;ASKY Airlines;15:40;249;0.36;60;90;159
AS227;ASKY Airlines;04:50;214;0.1;75;21;193
AS558;ASKY Airlines;09:50;210;0.53;90;111;99
AS708;ASKY Airlines;19:00;116;0.07;150;8;108
HF297;Air C̫te d'Ivoire;04:15;338;0.34;60;115;223
AS456;ASKY Airlines;19:00;203;0.3;120;61;142
KP655;ASKY Airlines;08:10;342;0.17;120;58;284
AS618;ASKY Airlines;02:15;296;0.4;120;118;178
AS415;ASKY Airlines;02:00;249;0.28;75;70;179
KP161;ASKY Airlines;09:20;177;0.17;150;30;147
AT442;Royal Air Maroc;06:25;265;0.55;75;146;119
ET700;Ethiopian Airlines;01:00;292;0.45;75;131;161
AS719;ASKY Airlines;07:45;311;0.06;35;19;292
KP470;ASKY Airlines;11:50;246;0.35;40;86;160
AS678;ASKY Airlines;21:45;240;0.21;120;50;190
KP749;ASKY Airlines;08:55;263;0.6;105;158;105
AF800;Air France;10:55;104;0.49;30;51;53
AF670;Air France;18:15;221;0.42;90;93;128
AF798;Air France;19:15;262;0.1;75;26;236
AF334;Air France;22:00;163;0.61;60;99;64
KP546;ASKY Airlines;16:05;310;0.14;30;43;267
TK709;Turkish Airlines;12:50;302;0.32;105;97;205
AT107;Royal Air Maroc;00:45;237;0.46;35;109;128
SN561;Brussels Airlines;00:20;264;0.35;120;92;172
AS410;ASKY Airlines;07:05;262;0.58;50;152;110
SN233;Brussels Airlines;12:10;164;0.55;105;90;74
AT484;Royal Air Maroc;05:40;144;0.13;90;19;125
HF155;Air C̫te d'Ivoire;02:20;131;0.42;120;55;76
KP459;ASKY Airlines;15:00;82;0.08;45;7;75
AF213;Air France;09:20;156;0.48;90;75;81
TK187;Turkish Airlines;06:10;214;0.49;105;105;109
AF237;Air France;21:00;149;0.26;150;39;110
ET207;Ethiopian Airlines;20:10;241;0.52;50;125;116
TK599;Turkish Airlines;02:50;175;0.44;30;77;98
KP243;ASKY Airlines;13:25;95;0.35;150;33;62
ET968;Ethiopian Airlines;15:45;309;0.32;60;99;210
ET755;Ethiopian Airlines;03:20;346;0.12;45;42;304
SN155;Brussels Airlines;12:55;85;0.37;60;31;54
AS962;ASKY Airlines;00:55;189;0.14;30;26;163
ET105;Ethiopian Airlines;04:00;222;0.44;45;98;124
AF641;Air France;17:50;234;0.41;50;96;138
AT546;Royal Air Maroc;11:05;286;0.22;60;63;223
ET484;Ethiopian Airlines;10:20;245;0.2;50;49;196
SN406;Brussels Airlines;08:40;339;0.34;35;115;224
TK973;Turkish Airlines;06:50;252;0.36;40;91;161
KP738;ASKY Airlines;13:55;200;0.53;50;106;94
AS732;ASKY Airlines;23:55;219;0.23;150;50;169
KP710;ASKY Airlines;02:20;247;0.29;75;72;175
AS936;ASKY Airlines;15:20;163;0.26;45;42;121
ET930;Ethiopian Airlines;06:00;273;0.29;150;79;194
SN852;Brussels Airlines;00:20;347;0.39;60;135;212
HF661;Air C̫te d'Ivoire;05:35;117;0.38;105;44;73
AS936;ASKY Airlines;05:40;321;0.27;120;87;234
AS172;ASKY Airlines;09:45;278;0.41;75;114;164
ET911;Ethiopian Airlines;11:10;84;0.42;40;35;49
ET663;Ethiopian Airlines;21:15;182;0.37;150;67;115
KP326;ASKY Airlines;18:30;217;0.32;50;69;148
HF292;Air C̫te d'Ivoire;05:30;145;0.1;105;14;131
SN473;Brussels Airlines;13:00;146;0.37;50;54;92
KP109;ASKY Airlines;02:50;349;0.48;40;168;181
HF401;Air C̫te d'Ivoire;09:25;126;0.18;90;23;103
KP839;ASKY Airlines;08:55;259;0.52;75;135;124
AF904;Air France;22:40;147;0.4;50;59;88
ET151;Ethiopian Airlines;19:20;194;0.19;50;37;157
AS198;ASKY Airlines;18:35;105;0.15;30;16;89
SN692;Brussels Airlines;21:50;126;0.2;90;25;101
ET112;Ethiopian Airlines;14:45;286;0.51;60;146;140
AF489;Air France;08:50;152;0.2;50;30;122
AS456;ASKY Airlines;18:40;338;0.46;75;155;183
AS915;ASKY Airlines;07:45;109;0.38;35;41;68
AS110;ASKY Airlines;21:45;82;0.38;40;31;51
ET180;Ethiopian Airlines;03:10;88;0.56;105;49;39
AF360;Air France;04:00;87;0.57;50;50;37
AS557;ASKY Airlines;18:05;88;0.37;60;33;55
AF472;Air France;13:20;231;0.09;90;21;210
AF580;Air France;17:45;221;0.15;40;33;188
AF321;Air France;18:30;106;0.62;30;66;40
ET909;Ethiopian Airlines;05:50;150;0.13;45;20;130
SN180;Brussels Airlines;04:25;298;0.55;35;164;134
ET614;Ethiopian Airlines;10:15;335;0.37;105;124;211
ET159;Ethiopian Airlines;23:40;182;0.12;45;22;160
KP448;ASKY Airlines;04:55;226;0.6;105;136;90
KP327;ASKY Airlines;07:50;237;0.61;75;145;92
AS392;ASKY Airlines;04:15;219;0.42;75;92;127
ET909;Ethiopian Airlines;10:10;222;0.28;30;62;160
KP573;ASKY Airlines;12:50;188;0.41;35;77;111
KP605;ASKY Airlines;05:20;143;0.43;75;61;82
AT487;Royal Air Maroc;04:15;350;0.42;50;147;203
KP497;ASKY Airlines;17:05;265;0.49;75;130;135
AS757;ASKY Airlines;09:10;80;0.09;40;7;73
AS868;ASKY Airlines;15:30;86;0.11;90;9;77
AT408;Royal Air Maroc;21:55;80;0.22;45;18;62
AS563;ASKY Airlines;13:05;340;0.26;90;88;252
ET288;Ethiopian Airlines;22:00;126;0.43;60;54;72
ET277;Ethiopian Airlines;14:05;345;0.15;105;52;293
AF627;Air France;02:55;81;0.37;60;30;51
ET474;Ethiopian Airlines;02:35;102;0.16;45;16;86
AT697;Royal Air Maroc;11:35;163;0.26;40;42;121
AS553;ASKY Airlines;22:55;283;0.61;45;173;110
KP141;ASKY Airlines;14:45;306;0.59;150;181;125
AS426;ASKY Airlines;10:05;331;0.62;75;205;126
KP564;ASKY Airlines;09:25;230;0.4;90;92;138
KP375;ASKY Airlines;19:50;326;0.35;35;114;212
AS741;ASKY Airlines;14:55;96;0.56;105;54;42
ET874;Ethiopian Airlines;17:50;81;0.1;75;8;73
AF579;Air France;13:50;276;0.64;75;177;99
KP559;ASKY Airlines;05:30;348;0.33;120;115;233
AF364;Air France;13:00;140;0.46;45;64;76
KP485;ASKY Airlines;15:30;346;0.49;75;170;176
KP807;ASKY Airlines;01:55;176;0.43;35;76;100
ET415;Ethiopian Airlines;18:50;326;0.58;150;189;137
KP568;ASKY Airlines;04:35;114;0.22;120;25;89
AS441;ASKY Airlines;10:40;147;0.37;40;54;93
KP229;ASKY Airlines;10:35;268;0.31;35;83;185
TK756;Turkish Airlines;20:10;120;0.47;50;56;64
AF182;Air France;18:35;175;0.29;30;51;124
AS187;ASKY Airlines;17:10;250;0.59;35;148;102
HF631;Air C̫te d'Ivoire;07:25;146;0.34;150;50;96
AF841;Air France;22:15;198;0.37;60;73;125
ET737;Ethiopian Airlines;11:30;250;0.35;60;88;162
AT570;Royal Air Maroc;08:35;265;0.42;90;111;154
AS606;ASKY Airlines;02:45;149;0.36;105;54;95
AS515;ASKY Airlines;05:25;324;0.61;105;198;126
ET150;Ethiopian Airlines;20:45;238;0.13;75;31;207
ET699;Ethiopian Airlines;20:15;186;0.06;120;11;175
ET781;Ethiopian Airlines;23:35;115;0.36;30;41;74
ET162;Ethiopian Airlines;00:30;274;0.51;45;140;134
TK188;Turkish Airlines;16:45;347;0.44;75;153;194
SN800;Brussels Airlines;02:35;155;0.63;35;98;57
HF289;Air C̫te d'Ivoire;17:45;159;0.16;105;25;134
AT998;Royal Air Maroc;17:30;177;0.47;30;83;94
TK700;Turkish Airlines;01:10;197;0.54;105;106;91
AS943;ASKY Airlines;03:10;302;0.6;75;181;121
AS275;ASKY Airlines;00:40;331;0.37;120;122;209
ET463;Ethiopian Airlines;09:30;159;0.27;60;43;116
HF875;Air C̫te d'Ivoire;04:55;249;0.62;75;154;95
ET653;Ethiopian Airlines;04:00;236;0.52;35;123;113
AF582;Air France;08:10;81;0.33;120;27;54
KP218;ASKY Airlines;13:50;282;0.44;35;124;158
KP719;ASKY Airlines;20:00;337;0.22;40;74;263
AF246;Air France;12:25;330;0.42;60;139;191
AS536;ASKY Airlines;12:05;225;0.37;30;83;142
KP987;ASKY Airlines;23:30;98;0.07;150;7;91
KP259;ASKY Airlines;00:35;331;0.57;45;189;142
AS959;ASKY Airlines;16:25;129;0.34;90;44;85
AF501;Air France;19:20;216;0.34;90;73;143
AS963;ASKY Airlines;07:45;305;0.22;50;67;238
ET117;Ethiopian Airlines;02:15;300;0.17;75;51;249
AS214;ASKY Airlines;16:40;192;0.22;50;42;150
AT427;Royal Air Maroc;11:35;228;0.44;45;100;128
KP657;ASKY Airlines;17:20;127;0.11;60;14;113
ET538;Ethiopian Airlines;13:00;137;0.25;90;34;103
AF649;Air France;10:35;276;0.64;120;177;99
AS485;ASKY Airlines;15:35;304;0.21;30;64;240
HF620;Air C̫te d'Ivoire;03:30;216;0.63;40;136;80
ET352;Ethiopian Airlines;17:30;274;0.11;45;30;244
AS197;ASKY Airlines;06:35;285;0.53;50;151;134
KP170;ASKY Airlines;10:00;97;0.31;30;30;67
TK650;Turkish Airlines;15:55;347;0.17;105;59;288
AT909;Royal Air Maroc;15:10;294;0.52;90;153;141
KP546;ASKY Airlines;02:15;285;0.05;35;14;271
AS529;ASKY Airlines;22:50;203;0.26;50;53;150
AT318;Royal Air Maroc;23:25;95;0.41;105;39;56
AF206;Air France;08:45;244;0.19;40;46;198
AT575;Royal Air Maroc;07:55;227;0.25;50;57;170
AS553;ASKY Airlines;06:45;312;0.1;105;31;281
AF707;Air France;16:40;104;0.56;60;58;46
KP643;ASKY Airlines;10:15;347;0.3;50;104;243
AS246;ASKY Airlines;03:25;150;0.14;90;21;129
ET379;Ethiopian Airlines;03:40;279;0.17;50;47;232
TK123;Turkish Airlines;04:40;126;0.22;105;28;98
AS820;ASKY Airlines;07:25;104;0.19;150;20;84
ET219;Ethiopian Airlines;09:20;292;0.35;40;102;190
AF885;Air France;16:10;112;0.59;30;66;46
ET751;Ethiopian Airlines;05:20;293;0.16;45;47;246
HF396;Air C̫te d'Ivoire;08:10;290;0.32;75;93;197
AT954;Royal Air Maroc;09:20;108;0.45;40;49;59
